,Song & Artist,Lyrics,Word Count
45,"(""Can't Believe It"", 'T-Pain Featuring Lil Wayne')","She make me feel so good Better than I would by myself Or if was with somebody else You don't understand she make the people say yeah yeah I can put you in the log cabin Somewhere in Aspen Girl ain't nothing to the Pain Ain't tricking if you got it what you asking for Put you in the mansion Somewhere in Wisconsin Like I said ain't nothing to the Pain We can change that last name, what's happening Cause you look so good Tell me why you wanna work here I put you on the front page of a King Magazine But you gon get yourself hurt here Baby I brought you in the back just to have a conversation Really think you need some ventilation Let's talk about you and me Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, now Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, now And you don't understand she make the people say yeah, yeah, yeah She hit the main stage she make the people say yeah, yeah, yeah I could put you in the condo All the way up in Toronto Baby put you in the fur coat Riding the Murciélago I put you in the beach house Right on the edge of Costa Rica Put one of em lil' flowers in your hair Have you looking like a fly mamacita, fuego Cause you look so good You make me wanna spend it all on you Get up out this club Slide with your boy We can do what you wanna, yeah Baby I brought you in the back cause you need a little persuasion Plus you need a little ventilation Let's talk about you and me Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, now Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, now And you don't understand she make the people say yeah, yeah, yeah She hit the main stage she make the people say yeah, yeah, yeah Now I can put your ass out Keep running your mouth And if your brothers come tripping I'mma show em what these teardrops bout Shawty I was just playing Oh but I can take you to the Cayman Islands Have you screaming and hollering We gonna be making Love on the beach The people see what we doing Aww, they pointing and ooing Oh but we gone keep on doing it Like it's just me and you and no one else around It went down on the balcony And I ain't talking no penthouse suite Shawty like a model out the Penthouse Sheets That's why I got her on my Penthouse Sheets Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, naw Oh, I can't believe it Ooo ooo she all on me, on me Man man I think she want me, want me Nah I can't leave her lonely, naw And you don't understand she make the people say yeah, yeah, yeah She hit the main stage she make the people say yeah, yeah, yeah",603
46,"(""Like You'll Never See Me Again"", 'Alicia Keys')","If I had no more time No more time left to be here Would you cherish what we had? Was I everything that you were looking for? If I couldn't feel your touch And no longer were you with me I'd be wishing you were here To be everything that I've been looking for I don't wanna forget the present is a gift And I don't wanna take for granted Time you may have here with me 'Cause Lord only knows another day here's not really guaranteed So every time you hold me Hold me like this is the last time Every time you kiss me Kiss me like you'll never see me again Every time you touch me Touch me like this is the last time Promise that you'll love me Love me like you'll never see me again Oh oh oh How many really know what love is? Many of you never will Do you know until you lose it? That it's everything that we are looking for When I wake up in the morning And you're beside me I'm so thankful that I found Everything that I've been looking for I don't wanna forget the present is a gift And I don't wanna take for granted The time you may have here with me 'Cause Lord only knows another day here's not really guaranteed So every time you hold me Hold me like this is the last time Every time you kiss me Kiss me like you'll never see me again Every time you touch me Touch me like this is the last time Promise that you'll love me Love me like you'll never see me again So every time you hold me Hold me like this is the last time Every time you kiss me Kiss me like you'll never see me again (Can you do that for me, baby?) Every time you touch me (See, we don't really know) Touch me like this is the last time (Say every day, we never know) Promise that you'll love me (I want you to run with me) Love me like you'll never see me again (Like you'll never see me again) Oh oh oh, oh oh oh Oh oh oh, oh oh oh Oh oh oh, oh oh oh Oh oh oh, oh oh oh",388
47,"('Teardrops On My Guitar', 'Taylor Swift')","Drew looks at me I fake a smile so he won't see That I want and I'm needing Everything that we should be I'll bet she's beautiful That girl he talks about And she's got everything that I have to live without Drew talks to me I laugh 'cause it's just so funny That I can't even see Anyone when he's with me He says he's so in love He's finally got it right I wonder if he knows he's all I think about at night He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do Drew walks by me Can he tell that I can't breathe? And there he goes, so perfectly The kind of flawless I wish I could be She'd better hold him tight Give him all her love Look in those beautiful eyes and know she's lucky 'cause He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do So I drive home alone As I turn off the light I'll put his picture down and maybe get some sleep tonight 'Cause he's the reason for the teardrops on my guitar The only one who’s got enough for me to break my heart He's the song in the car I keep singing Don't know why I do He's the time taken up, but there's never enough And he's all that I need to fall into Drew looks at me I fake a smile so he won't see",288
48,"('When I Grow Up', 'The Pussycat Dolls')","Boys call you sexy (What's up, sexy?) And you don't care what they say (Ha, ha) See, every time you turn around, they screaming your name Just call you sexy (What's up, sexy?) And you don't care what they say (Yeah) See, every time you turn around, they screaming your name (Right about now, Darkchild) Now I've got a confession (Ha, ha, ha, ha) When I was young I wanted attention (Ha, ha, ha, ha) And I promised myself that I'd do anything (Ha, ha, ha, ha) Anything at all for them to notice me (Ha, ha, ha, ha) But I ain't complaining (Oh) We all wanna be famous (Oh) So, go ahead and say what you wanna say (Oh) You know what it's like to be nameless (Oh) Want them to know what your name is (Oh) 'Cause see, when I was younger, I would say When I grow up, I wanna be famous I wanna be a star, I wanna be in movies When I grow up, I wanna see the world Drive nice cars, I wanna have groupies When I grow up, be on TV People know me, be on magazines When I grow up, fresh and clean Number one chick when I step out on the scene But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it (Hey) But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it, get it? (Hey) They used to tell me I was silly (Ha, ha, ha, ha) 'Til I popped up on the TV (La, la, la, la) I always wanted to be a superstar (Superstar) (Ha, ha, ha, ha) Who knew that singing songs would get me this far? (La, la, la, la) But I ain't complaining (Oh) We all wanna be famous (Oh) So, go ahead and say what you wanna say (Oh) You know what it's like to be nameless (Oh) Want them to know what your name is (Oh) 'Cause see, when I was younger, I would say When I grow up, I wanna be famous I wanna be a star, I wanna be in movies When I grow up, I wanna see the world Drive nice cars, I wanna have groupies When I grow up, be on TV People know me, be on magazines When I grow up, fresh and clean Number one chick when I step out on the scene But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it (Hey) But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it, get it? (Hey) I see them staring at me Ooh, I'm a trendsetter Yes, this is true 'cause what I do No one can do it better You can talk about me 'Cause I'm a hot topic I see you watching me, watching me And I know you want it When I grow up, I wanna be famous I wanna be a star, I wanna be in movies When I grow up, I wanna see the world Drive nice cars, I wanna have groupies When I grow up, be on TV People know me, be on magazines When I grow up, fresh and clean Number one chick when I step out on the scene But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it (Hey) But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it, get it? (Hey) When I grow up, I wanna be famous I wanna be a star, I wanna be in movies When I grow up, I wanna see the world Drive nice cars, I wanna have groupies When I grow up, be on TV People know me, be on magazines When I grow up, fresh and clean Number one chick when I step out on the scene But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it (Hey) But be careful what you wish for 'Cause you just might get it (Hey) You just might get it (Hey) You just might get it, get it? (Hey)",763
49,"('Sensual Seduction', 'Snoop Dogg')","I'm gonna take my time She gon' get hers before I I'm gonna take it slow I'm not gonna rush the stroke So she can get a sensual seduction So I can get a sensual seduction So we can get a sensual seduction Sensual seduction, whoa whoa She might be with him but she's thinking 'bout me, me, me We don't go to the mall, we don't go out to eat, eat, eat All that we ever do is play in the sheets, sheets, sheets Smoke us a cigarette, then go back to sleep, sleep, sleep 'Cause we done got a Sensual seduction Sensual seduction, whoa whoa Sensual seduction Sensual seduction, whoa I'm gonna take my time She gon' get hers before I I'm gonna take it slow I'm not gonna rush the stroke If ya don't know by now, Doggy Dogg is a freak, freak, freak I keep a bad bitch with me, seven days out the week, week, week And all that we ever do is play in the sheets, sheets, sheets Then smoke us a cigarette, and go back to sleep, sleep, sleep 'Cause we done got a Sensual seduction Sensual seduction, whoa whoa Sensual seduction Sensual seduction, whoa I was all in da club, havin' a drink, blowin' on a sweet When I peeped this little freak out I was all in the bar, wind drift up, Shawty Redd came on Then she hit the floor, now With a see through dress, long hair, light brown eyes Lookin' like Miss Bo Peep And a playa know if I take her home, with them real big hips You so right I'm gon' beat So I approached the chick with the real pretty face Nice curves on her with a little bitty waist I whispered in her ear, ""Lil' mama, what you drink? I know that you're a freak but you know that I ain't gon' say shh"" See my game is outrageous I got her to the crib and exchanged some love faces But it was no need for me to rush to bust one 'Cause I wanted her to have an eruption Sensual seduction Sensual seduction, whoa Sensual seduction Sensual seduction, whoa whoa Sexual eruption All the time, anytime Sexual eruption",375
50,"('What You Got', ""Colby O'Donis Featuring Akon"")","Konvict, Konvict Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh I peeped you on the phone Just showin' off your stones And notice that that pinky ring is right enough, baby I know you're not alone But I could just be wrong The way them fellas houndin' and sizin' you up, baby And I like the way you take advantage of Every man you love (I see) I seem to know your game girl But I don't mind if you come and play your thug Just don't talk too much (I see) I see it, so you don't have to say a word Yeah, those guys wanna come treat you right ‘Cause you're sweeter than apple pie Everything that you want you got Girl, you know that you need to stop Most beautiful thing in sight Always takin' up the spotlight Always in the club lookin' hot Girl, you know that you need to stop Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Girl, you know that you need to stop Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Girl, you know that you need to stop Girl, I can tell you want something to love That's why you hold on to everything that pass you by Can't resist, girl, I can't lie Now tell if you are here for me Or everybody watchin' you shake from left to right The way you move got me hypnotized And I like the way you take advantage of Every man you love (I see) I seem to know your game girl But I don't mind if you come and play your thug Just don't talk too much (I see) I see it, so you don't have to say a word Yeah, those guys wanna come treat you right ‘Cause you're sweeter than apple pie Everything that you want you got Girl, you know that you need to stop Most beautiful thing in sight Always takin' up the spotlight Always in the club lookin' hot Girl, you know that you need to stop Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Girl, you know that you need to stop Always talking 'bout what you got (Oh-oh, oh-oh, oh-oh) Always talking 'bout what you got (Oh-oh, oh-oh, oh-oh) Always talking 'bout what you got (Oh-oh, oh-oh, oh-oh) Girl, you know that you need to stop Can’t keep my eyes away from you, girl When you get on the floor and do what you do And everybody wanna come back to that body The kind that remind me something like you ‘Cause you’re that type that drive a man crazy And snatch him away from his lady No matter how hard the man hold back He'll end up callin' you, baby And they never really know what to do Once you expose that thing you do You had him crawlin' on hands and knees And you find a way to get him out that cheese And why you thinking you're the only dude? She off in the mall livin' off of you Lettin' everybody know she got you But now you feel like a fool Yeah, those guys wanna come treat you right ‘Cause you're sweeter than apple pie Everything that you want you got Girl, you know that you need to stop Most beautiful thing in sight Always takin' up the spotlight Always in the club lookin' hot Girl, you know that you need to stop Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Girl, you know that you need to stop Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Always talking 'bout what you got (Eh) Girl, you know that you need to stop",667
51,"(""It's Not My Time"", '3 Doors Down')","Looking back at the beginning of this And how life was Just you and me lovin' all of our friends Living life like an ocean But now the current's only pulling me down It’s getting harder to breathe It won’t be too long and I'll be going under Can you save me from this? 'Cause it’s not my time, I'm not going There's a fear in me, it’s not showing This could be the end of me And everything I know Ooh, but I won’t go I look ahead to all the plans that we made And the dreams that we had I'm in a world that tries to take them away Oh, but I'm taking them back 'Cause all of this time I've just been too blind to understand What should matter to me My friend, this life we live, it's not what we have It's what we believe in It's not my time, I'm not going There's a fear in me, but it's not showing This could be the end of me And everything I know But it's not my time, I'm not going There's a will in me and now I know that This could be the end of me And everything I know Ooh, but I won't go I won't go There might be more than you believe (There might be more than you believe) There might be more than you can see But it’s not my time, I'm not going There's a fear in me, it’s not showing This could be the end of me And everything I know But it’s not my time, I'm not going There's a will in me and now it’s gonna show This could be the end of me And everything I know There might be more than you believe (There might be more than you believe) There might be more than you can see But I won't go No, I won't go down",324
52,"('Better In Time', 'Leona Lewis')","Mm, mm It's been the longest winter without you I didn't know where to turn to (Ah, ah-ah) See, somehow I can't forget you After all that we've been through (Ah, ah-ah) Going, coming Thought I heard a knock Who's there? No one Thinking that I deserve it Now I realize that I really didn't know (Ah, ah-ah) If you didn't notice, you mean everything Quickly I'm learning to love again All I know is, I'ma be okay (Ah, ah-ah) Thought I couldn't live without you It's gonna hurt when it heals too (Oh, yeah) It'll all get better in time And even though I really love you I'm gonna smile 'cause I deserve to It'll all get better in time I couldn't turn on the TV (No) Without something there to remind me, mhm (Ah, ah-ah) Was it all that easy (Ooh) To just put aside your feelings? (Ah, ah-ah) If I'm dreaming, don't wanna laugh Hurt my feelings, but that's the path I believe in, and I know that time will heal it (Ah, ah-ah) If you didn't notice, boy, you meant everything Quickly I'm learnin' (Ooh) to love again All I know is I'ma be okay (Ah, ah-ah) Thought I couldn't live without you It's gonna hurt when it heals, too (Ooh, yeah) It'll all get better in time And even though I really love you I'm gonna smile 'cause I deserve to (Ooh) It'll all get better in time Since there's no more you and me (no more you and me) It's time I let you go so I can be free (Ah, ah-ah) And live my life how it should be (And I know, and I know) No matter how hard it is, I'll be fine without you (Yes, I will) Thought I couldn't live without you It's gonna hurt when it heals, too (Oh) It'll all get better in time (Ooh, oh) And even though I really loved you I'm gonna smile 'cause I deserve to, yes, I do It'll all get better in time (Whoa) Thought I couldn't live without you It's gonna hurt when it heals, too (Yes) (Oh, oh) It'll all get better in time And even though I really loved you Gonna smile 'cause I deserve to, ooh",378
53,"('Crank That (Soulja Boy)', ""Soulja Boy Tell'em"")","Soulja Boy tell 'em Ayy, I got this new dance for y'all called the Soulja Boy You just gotta punch, then crank back three times from left to right Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman that ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman dat ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch Soulja Boy up in this ho Watch me lean then watch me rock Superman dat ho Yeah, watch me crank that Robocop Super fresh, now watch me jock Jocking on them haters, man When I do that Soulja Boy I lean to the left then crank that thang, now (Yuuuuuu) I'm jocking on yo' (I'm jocking on yo') And if we get to fightin' then I'm cocking on yo' (Then I'm cocking on yo') You catch me at yo' local party Yes, I crank it everyday Haters gettin' mad 'cause ""I got me some Bathin' Ape"" Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman that ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman dat ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch I'm bouncin' on my toes Watch me supersoak that ho I'ma pass it to Arab and he gon' crank it up fo' sho' Haters wanna be me, Soulja Boy, I'm the man They be lookin' at my neck, sayin' it's the rubberband Man (man), watch me do it (Watch me do it) Dance (dance), let's get to it (Let's get to it) Nope, you can't do it like me, though So don't do it like me, folk I see you tryna do it like me, man that dance was ugly Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman that ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman dat ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch I'm too fresh, off in that ho Watch me crank it, watch me roll Watch me crank that Roosevelt then super soak that ho Supersoak that ho Supersoak that ho Supersoak that ho Supersoak that ho I'm too fresh, now watch me dooooooo it Watch me shuffle, watch me yuuuuuuu Watch me crank that Soulja Boy Now Superman, yuuuuuuu Superman, do it Superman, do it Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman that ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch Soulja Boy off in this ho Watch me crank it, watch me roll Watch me crank dat Soulja Boy Then Superman dat ho Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch me yuuuuuuu (Crank dat Soulja Boy) Now watch",736
54,"('Shadow Of The Day', 'Linkin Park')",I close both locks below the window I close both blinds and turn away Sometimes solutions aren't so simple Sometimes goodbye's the only way And the sun will set for you The sun will set for you And the shadow of the day will embrace the world in grey And the sun will set for you In cards and flowers on your window Your friends all plead for you to stay Sometimes beginnings aren't so simple Sometimes goodbye's the only way And the sun will set for you The sun will set for you And the shadow of the day will embrace the world in grey And the sun will set for you And the shadow of the day will embrace the world in grey And the sun will set for you And the shadow of the day will embrace the world in grey And the sun will set for youYou might also like,154
55,"('Sweetest Girl (Dollar Bill)', 'Wyclef Jean Featuring Akon, Lil Wayne & Niia')","Some live for the bill, some kill for the bill (Yeah) She whined for the bill, grind for the bill (Whoa) And she used to be the sweetest girl Some steal for the bill, if they got to pay they bill (Yeah) And she used to be the sweetest girl Tonight Wyclef, Akon, Weezy on the bill (Whoa) High school, she was that girl That make me do the hula hoop around the gym (Just to get a peek again, she's a 10) High school she was that girl That make me do the hula hoop around the gym (Just to get a peek again, she's a 10) Never thought that she would come and work for the president Mr. George Washington (where my money at?) She balls, he calls (where my money at?) She had a good day, bad day, sunny day, rainy day All he wanna know is (where my money at?) Closed legs don't get fed Go out there and make my bread All he wanna know is (where my money at?) She ended up in the wrong car Bruised up, scarred hard All he wanna know is (where my money at?) She balls, he calls (where my money at?) See, I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) 'Cause I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Pimpin' got harder 'cause hoes got smarter On the strip is somethin' they don't wanna be a part of Rather be up in the club, shakin' for a dub Get triple times the money and spendin' it like they wanna They got they mind on they money, money on they mind They got they finger on the trigger, hand on the 9 See, everyday they feel the struggle but stayin' on they grind And ain't nobody takin' from us, and that's the bottom line But I know there's a drop in the block You move slow, you gettin' pressure from cops You don't know whether or not to lay low 'Cause 25 to life's no joke To all my real guerillas thuggin' On top of corners every day strugglin' All the beautiful women's gettin' money Washin' them dollar bills like laundry I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) 'Cause I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Money, money, money, money Money, money, money, money It drives the world crazy Weezy, she used to be… And she used to be the sweetest girl! She used to be the sweetest girl ever Whatever, now she like sour amaretto She wears a dress to the T like the letter And if you make it rain she will be under the weather She used to run track back in high school Now she tricks on the track right by school She take the loss 'cause she don't wanna see her child lose So respect her, or pay up for the time used And then she runs to the pastor And he tells her there will be a new chapter But she feels no different after And then she ask him: ""Where my money at?"" See, I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) 'Cause I'ma tell you like Wu told me Cash Rules Everything Around Me Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Singin' dollar, dollar bill, y'all (dollar, dollar bill, y'all) Some live for the bill, some kill for the bill (Yeah) Where my money at? She whined for the bill, grind for the bill (Whoa) Where my money at? Some steal for the bill, if they got to pay the bill (Yeah) Where my money at? Tonight Wyclef, Akon, Weezy on the bill (Whoa) Where my money at?",721
56,"('Miss Independent', 'Ne-Yo')","You, yeah, you, you You, yeah, you, you You, yeah, you, you, you Ooh, it's something about Just something about the way she move I can't figure it out It's something about her Said, ooh, it's something about Kind of woman that want you but don't need you Hey, I can't figure it out It's something about her 'Cause she walk like a boss, talk like a boss Manicured nails to set the pedicure off She's fly effortlessly And she move like a boss, do what a boss do She got me thinking about getting involved That's the kinda girl I need, oh She got her own thing That's why I love her Miss independent Won't you come and spend a little time? She got her own thing That's why I love her Miss independent Ooh, the way we'd shine Miss independent You, yeah, you, you You, yeah, you, you You, yeah, you, you, you Uh, ooh, there's something about Kind of woman that can do for herself I look at her and it makes me proud It's something about her It's something, ooh, so sexy about Kind of woman that don't even need my help She said she got it, she got it, no doubt (she said she got it, she got it, no doubt) It's something about her (there's something about her) 'Cause she work like a boss, play like a boss Car and a crib, she 'bout to pay 'em both off And her bills are paid on time, yeah She made for a boss, only a boss Anything less, she's telling them to get lost That's the girl that's on my mind She got her own thing That's why I love her Miss independent Won't you come and spend a little time? She got her own thing That's why I love her Miss independent Ooh, the way we'd shine Miss independent yeah Mmh, her favorite thing to say: ""Don't worry, I got it"" Mmh, and everything she got, best believe she bought it Mmh, she gon' steal my heart, ain't no doubt about it Girl, you're everything I need I said you're everything I need You, yeah, you, you You, yeah, you, you You, you, you (Oh, whoa!) She got her own thing That's why I love her (That's why I love her, oh whoa) Miss independent (Independent) Won't you come and spend a little time? She got her own thing (She got, she got) That's why I love her (That's why I love that girl) Miss independent (Oh, oh) Ooh, the way we'd shine Miss independent Miss independent That's why I love her",438
57,"('Fall For You', 'Secondhand Serenade')","The best thing 'bout tonight's that we're not fighting Could it be that we have been this way before? I know you don't think that I am trying I know you're wearing thin down to the core But hold your breath Because tonight will be the night that I will fall for you over again Don't make me change my mind Or I won't live to see another day, I swear it's true Because a girl like you is impossible to find You're impossible to find This is not what I intended I always swore to you I'd never fall apart You always thought that I was stronger I may have failed, but I have loved you from the start Oh, but hold your breath Because tonight will be the night that I will fall for you over again Don't make me change my mind Or I won't live to see another day, I swear it's true Because a girl like you is impossible to find It's impossible… So breathe in so deep Breathe me in, I'm yours to keep And hold on to your words 'cause talk is cheap And remember me tonight when you're asleep Because tonight will be the night that I will fall for you over again Don't make me change my mind Or I won't live to see another day, I swear it's true Because a girl like you is impossible to find Tonight will be the night that I will fall for you over again Don't make me change my mind Or I won't live to see another day, I swear it's true Because a girl like you is impossible to find You're impossible to find",282
58,"('In The Ayer', 'Flo Rida Featuring will.i.am')","Oh hot damn, this is my jam.. Keep me partyin 'til the AM Y'all don't understand, make me throw my hands In the ayer, ay-ayer, ayer, ay-ayer Oh hot damn, this is my jam.. Keep me partyin 'til the A.M Y'all don't understand, make me throw my hands In the ayer, ay-ayer, ayer, ay-ayer Hey! This my jam Y'all don't understand, I'mma make you understand What's pumpin' in my CD player, player? Party all night like yayer, yayer Shawty got her hands in the ayer, ayer Make me wanna take it there, there I go Here I go, yeah, that's my song DJ bring it back, come in my zone I get paid for dat, count them bones Then let's wop, until the early morn' I need that funk whem I'm up in the club Even my Chevy that pull up on dubs Give me that drop down the waist like a drug Lil' mama hot and she might show me love Oh, hot damn, celebrate 'til the AM I love it so much, it's got me sayin.. Oh hot damn, this is my jam.. Keep me partyin 'til the A.M Y'all don't understand, make me throw my hands In the ayer, ay-ayer, ayer, ay-ayer (Oh hot damn, this is my jam Keep me partyin 'til the AM Y'all don't understand, make me throw my hands In the ayer, ay-ayer, ayer) Hey! I just might start the wave Like I'm at the ball game, do my thang Hands up, I got, money in the bank I'm so fly, 747 plane Rock it, don't stop it, how I got my name Baby, keep poppin', you might get the fame Walk the red carpet, won't see you the same I get to stuntin', no (Minimum wage) Slide wit me, ride wit me Flo Rida represent, gotta vibe wit me Make me, throw it up, bartender in the club Go ahead and po' it up, gotta wonder how I does Get buck and showin' up they (Stare, stare) I'm hood, so it's really un- (Fair, fair) Look good, shawty gon' get (Bare, bare) We check, run my city like the (Mayor, mayor) Oh hot damn (Damn) this is my jam (Jam) Keep me partyin 'til the A.M (Y'all don't understand) Make me throw my hands In the ayer, ay-ayer, ayer (Throw my hands in the) Ayer, ay-ayer, ayer, ay-ayer Ayer, ay-ayer, ayer Aight, now stop! Ooh Put yo' hands in the air It's a stick-up, stick-up, stick-up A-stick-up, touch the ceilin', baby (Throw my hands in the) (Throw my hands in the) Put 'cha hands up (Throw my hands in the) Put 'cha hands up (Throw my hands in the) Put 'cha, put 'cha hands Now put 'cha hands up, to the sky (To the sky) Wave 'em, wave 'em round and round, side to side (Side to side) Get the party started, gon' touch the roof {Touch the proof} (And we got them bottles poppin' up at my booth) So throw yo' hands in the ayer! (Touch the ceilin, baby!) Feel it, feel it, baby! Throw yo hands up!! Oh hot damn, this is my jam.. Keep me partyin 'til the A.M Y'all don't understand, make me throw my hands In the ayer, ay-ayer, ayer, ay-ayer Ayer, ay-ayer, ayer, ay-ayer, ayer Throw dem hands up!",553
59,"('Say', 'John Mayer')",Take all of your wasted honor Every little past frustration Take all of your so-called problems Better put 'em in quotations Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Walking like a one man army Fighting with the shadows in your head Living out the same old moment Knowing you'd be better off instead If you could only Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Have no fear for giving in Have no fear for giving over You'd better know that in the end It's better to say too much Than never to say what you need to say again Even if your hands are shaking And your faith is broken Even as the eyes are closing Do it with a heart wide open Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say Say what you need to say,349
